id	taxonID	scientificName	kingdom
Hypnum cupressiforme var. filiforme Brid.	Hypnum cupressiforme var. filiforme Brid.	Hypnum cupressiforme var. filiforme Brid.	Plantae
Hypnum cupressiforme var. lacunosum Brid. (tectorum)	Hypnum cupressiforme var. lacunosum Brid. (tectorum)	Hypnum cupressiforme var. lacunosum Brid. (tectorum)	Plantae
Hypnum cupressiforme var. subjulaceum Mol. (imbricatum)	Hypnum cupressiforme var. subjulaceum Mol. (imbricatum)	Hypnum cupressiforme var. subjulaceum Mol. (imbricatum)	Plantae
Hypnum cupressiforme ssp. resupinatum (Tayl. ex Spruce) C. Hartm.	Hypnum cupressiforme ssp. resupinatum (Tayl. ex Spruce) C. Hartm.	Hypnum cupressiforme ssp. resupinatum (Tayl. ex Spruce) C. Hartm.	Plantae
Hypnum fertile Sendtner	Hypnum fertile Sendtner	Hypnum fertile Sendtner	Plantae
Hypnum hamulosum B., S. & G.	Hypnum hamulosum B., S. & G.	Hypnum hamulosum B., S. & G.	Plantae
Hypnum heseleri Ando & Higuchi	Hypnum heseleri Ando & Higuchi	Hypnum heseleri Ando & Higuchi	Plantae
Hypnum imponens Hedw.	Hypnum imponens Hedw.	Hypnum imponens Hedw.	Plantae
Hypnum jutlandicum Holmen & Warncke (ericetorum)	Hypnum jutlandicum Holmen & Warncke (ericetorum)	Hypnum jutlandicum Holmen & Warncke (ericetorum)	Plantae
Hypnum lindbergii Mitt. (Callieronella l.)	Hypnum lindbergii Mitt. (Callieronella l.)	Hypnum lindbergii Mitt. (Callieronella l.)	Plantae
Hypnum mamillatum (Brid.) Loeske (andoi)	Hypnum mamillatum (Brid.) Loeske (andoi)	Hypnum mamillatum (Brid.) Loeske (andoi)	Plantae
Hypnum pallescens (Hedw.) P. Beauv. (reptile)	Hypnum pallescens (Hedw.) P. Beauv. (reptile)	Hypnum pallescens (Hedw.) P. Beauv. (reptile)	Plantae
Hypnum pratense Koch ex Spruce (Breidleria pratensis)	Hypnum pratense Koch ex Spruce (Breidleria pratensis)	Hypnum pratense Koch ex Spruce (Breidleria pratensis)	Plantae
Hypnum recurvatum (Lindb. & S. Arn.) Kindb. (fastigiatum)	Hypnum recurvatum (Lindb. & S. Arn.) Kindb. (fastigiatum)	Hypnum recurvatum (Lindb. & S. Arn.) Kindb. (fastigiatum)	Plantae
Hypnum revolutum (Mitt.) Lindb. var. revolutum	Hypnum revolutum (Mitt.) Lindb. var. revolutum	Hypnum revolutum (Mitt.) Lindb. var. revolutum	Plantae
Hypnum revolutum var. dolomiticum (Milde) Moenk.	Hypnum revolutum var. dolomiticum (Milde) Moenk.	Hypnum revolutum var. dolomiticum (Milde) Moenk.	Plantae
Hypnum sauteri Schimp.	Hypnum sauteri Schimp.	Hypnum sauteri Schimp.	Plantae
Hypnum vaucheri Lesq.	Hypnum vaucheri Lesq.	Hypnum vaucheri Lesq.	Plantae
Isopterygiopsis muelleriana (Schimp.) Iwats.	Isopterygiopsis muelleriana (Schimp.) Iwats.	Isopterygiopsis muelleriana (Schimp.) Iwats.	Plantae
Isopterygium elegans (Brid.) Lindb.	Isopterygium elegans (Brid.) Lindb.	Isopterygium elegans (Brid.) Lindb.	Plantae
Isopterygium pulchellum (Hedw.) Jaeg. & Sauerb. var. pulch.	Isopterygium pulchellum (Hedw.) Jaeg. & Sauerb. var. pulch.	Isopterygium pulchellum (Hedw.) Jaeg. & Sauerb. var. pulch.	Plantae
Isopterygium pulchellum var. nitidulum (Wahlenb.) G. Roth	Isopterygium pulchellum var. nitidulum (Wahlenb.) G. Roth	Isopterygium pulchellum var. nitidulum (Wahlenb.) G. Roth	Plantae
Isothecium alopecuroides (Dubois) Isov. var. alopec. (myurum)	Isothecium alopecuroides (Dubois) Isov. var. alopec. (myurum)	Isothecium alopecuroides (Dubois) Isov. var. alopec. (myurum)	Plantae
Isothecium alopecuroides var. robustum (B., S. & G.) Duell	Isothecium alopecuroides var. robustum (B., S. & G.) Duell	Isothecium alopecuroides var. robustum (B., S. & G.) Duell	Plantae
Isothecium holtii Kindb. (myosuroides var. rivulare)	Isothecium holtii Kindb. (myosuroides var. rivulare)	Isothecium holtii Kindb. (myosuroides var. rivulare)	Plantae
Isothecium myosuroides Brid. var. myosuroides	Isothecium myosuroides Brid. var. myosuroides	Isothecium myosuroides Brid. var. myosuroides	Plantae
Isothecium myosuroides var. brevinerve Kindb.	Isothecium myosuroides var. brevinerve Kindb.	Isothecium myosuroides var. brevinerve Kindb.	Plantae
Isothecium striatulum (Spruce) Kindb. (filescens)	Isothecium striatulum (Spruce) Kindb. (filescens)	Isothecium striatulum (Spruce) Kindb. (filescens)	Plantae
Jamesoniella autumnalis (DC.) Steph.	Jamesoniella autumnalis (DC.) Steph.	Jamesoniella autumnalis (DC.) Steph.	Plantae
Jamesoniella undulifolia (Nees) K. Muell.	Jamesoniella undulifolia (Nees) K. Muell.	Jamesoniella undulifolia (Nees) K. Muell.	Plantae
Jungermannia atrovirens Dum. (Sol. tristis)	Jungermannia atrovirens Dum. (Sol. tristis)	Jungermannia atrovirens Dum. (Sol. tristis)	Plantae
Jungermannia borealis Damsh. & Vana	Jungermannia borealis Damsh. & Vana	Jungermannia borealis Damsh. & Vana	Plantae
Jungermannia caespiticia Lindenb.	Jungermannia caespiticia Lindenb.	Jungermannia caespiticia Lindenb.	Plantae
Jungermannia confertissima Nees (Sol. levieri)	Jungermannia confertissima Nees (Sol. levieri)	Jungermannia confertissima Nees (Sol. levieri)	Plantae
Jungermannia exsertifolia Steph. ssp. cordifolia (Dum.) Vana	Jungermannia exsertifolia Steph. ssp. cordifolia (Dum.) Vana	Jungermannia exsertifolia Steph. ssp. cordifolia (Dum.) Vana	Plantae
Jungermannia gracillima Sm. (crenulata)	Jungermannia gracillima Sm. (crenulata)	Jungermannia gracillima Sm. (crenulata)	Plantae
Jungermannia hyalina Lyell	Jungermannia hyalina Lyell	Jungermannia hyalina Lyell	Plantae
Jungermannia leiantha Grolle (lanceolata p.p.)	Jungermannia leiantha Grolle (lanceolata p.p.)	Jungermannia leiantha Grolle (lanceolata p.p.)	Plantae
Jungermannia obovata Nees	Jungermannia obovata Nees	Jungermannia obovata Nees	Plantae
Jungermannia paroica (Schiffn.) Grolle	Jungermannia paroica (Schiffn.) Grolle	Jungermannia paroica (Schiffn.) Grolle	Plantae
Jungermannia polaris Lindb.	Jungermannia polaris Lindb.	Jungermannia polaris Lindb.	Plantae
Jungermannia pumila With.	Jungermannia pumila With.	Jungermannia pumila With.	Plantae
Jungermannia sphaerocarpa Hook.	Jungermannia sphaerocarpa Hook.	Jungermannia sphaerocarpa Hook.	Plantae
Jungermannia subelliptica (Lindb. ex Kaal.) Lev.	Jungermannia subelliptica (Lindb. ex Kaal.) Lev.	Jungermannia subelliptica (Lindb. ex Kaal.) Lev.	Plantae
Jungermannia subulata Evans	Jungermannia subulata Evans	Jungermannia subulata Evans	Plantae
Kiaeria blyttii (B., S. et G.) Broth.	Kiaeria blyttii (B., S. et G.) Broth.	Kiaeria blyttii (B., S. et G.) Broth.	Plantae
Kiaeria falcata (Hedw.) I. Hag.	Kiaeria falcata (Hedw.) I. Hag.	Kiaeria falcata (Hedw.) I. Hag.	Plantae
Kiaeria glacialis (Berggr.) I. Hag.	Kiaeria glacialis (Berggr.) I. Hag.	Kiaeria glacialis (Berggr.) I. Hag.	Plantae
Kiaeria starkei (Web. & Mohr) I. Hag.	Kiaeria starkei (Web. & Mohr) I. Hag.	Kiaeria starkei (Web. & Mohr) I. Hag.	Plantae
Kurzia pauciflora (Dicks.) Grolle (T. setacea)	Kurzia pauciflora (Dicks.) Grolle (T. setacea)	Kurzia pauciflora (Dicks.) Grolle (T. setacea)	Plantae
Kurzia sylvatica (Evans) Grolle	Kurzia sylvatica (Evans) Grolle	Kurzia sylvatica (Evans) Grolle	Plantae
Kurzia trichoclados (K. Muell.) Grolle	Kurzia trichoclados (K. Muell.) Grolle	Kurzia trichoclados (K. Muell.) Grolle	Plantae
Lejeunea cavifolia (Ehrh.) Lindb. emend. Buch var. cavifolia	Lejeunea cavifolia (Ehrh.) Lindb. emend. Buch var. cavifolia	Lejeunea cavifolia (Ehrh.) Lindb. emend. Buch var. cavifolia	Plantae
Lejeunea lamacerina (Steph.) Schiffn.	Lejeunea lamacerina (Steph.) Schiffn.	Lejeunea lamacerina (Steph.) Schiffn.	Plantae
Lejeunea ulicina (Tayl.) Gott. et al. (Microlejeunea)	Lejeunea ulicina (Tayl.) Gott. et al. (Microlejeunea)	Lejeunea ulicina (Tayl.) Gott. et al. (Microlejeunea)	Plantae
Lepidozia cupressina (Sw.) Lindenb. (pinnata)	Lepidozia cupressina (Sw.) Lindenb. (pinnata)	Lepidozia cupressina (Sw.) Lindenb. (pinnata)	Plantae
Lepidozia reptans (L.) Dum.	Lepidozia reptans (L.) Dum.	Lepidozia reptans (L.) Dum.	Plantae
Leptobarbula berica (De Not.) Schimp.	Leptobarbula berica (De Not.) Schimp.	Leptobarbula berica (De Not.) Schimp.	Plantae
Leptobryum pyriforme (Hedw.) Wils.	Leptobryum pyriforme (Hedw.) Wils.	Leptobryum pyriforme (Hedw.) Wils.	Plantae
Leptodon smithii (Hedw.) Web. & Mohr.	Leptodon smithii (Hedw.) Web. & Mohr.	Leptodon smithii (Hedw.) Web. & Mohr.	Plantae
Leptodontium flexifolium (Dicks ex With.) Hampe	Leptodontium flexifolium (Dicks ex With.) Hampe	Leptodontium flexifolium (Dicks ex With.) Hampe	Plantae
Leptodontium gemmascens (Mitt. ex Hunt) Braithw.	Leptodontium gemmascens (Mitt. ex Hunt) Braithw.	Leptodontium gemmascens (Mitt. ex Hunt) Braithw.	Plantae
Leptodontium styriacum (Jur. ex Geh.) Limpr.	Leptodontium styriacum (Jur. ex Geh.) Limpr.	Leptodontium styriacum (Jur. ex Geh.) Limpr.	Plantae
Lescuraea incurvata (Hedw.) Lawt.	Lescuraea incurvata (Hedw.) Lawt.	Lescuraea incurvata (Hedw.) Lawt.	Plantae
Lescuraea mutabilis (Brid.) Lindb. ex I. Hag.	Lescuraea mutabilis (Brid.) Lindb. ex I. Hag.	Lescuraea mutabilis (Brid.) Lindb. ex I. Hag.	Plantae
Lescuraea patens (Lindb.) H. Arn. & C. Jens.	Lescuraea patens (Lindb.) H. Arn. & C. Jens.	Lescuraea patens (Lindb.) H. Arn. & C. Jens.	Plantae
Lescuraea plicata (Web. & Mohr) Broth. (Ptychodium)	Lescuraea plicata (Web. & Mohr) Broth. (Ptychodium)	Lescuraea plicata (Web. & Mohr) Broth. (Ptychodium)	Plantae
Lescuraea radicosa (Mitt.) Moenk. var. radicosa	Lescuraea radicosa (Mitt.) Moenk. var. radicosa	Lescuraea radicosa (Mitt.) Moenk. var. radicosa	Plantae
Lescuraea radicosa var. denudata (Kindb.) Lawt.	Lescuraea radicosa var. denudata (Kindb.) Lawt.	Lescuraea radicosa var. denudata (Kindb.) Lawt.	Plantae
Lescuraea saviana (De Not.) Lawt.	Lescuraea saviana (De Not.) Lawt.	Lescuraea saviana (De Not.) Lawt.	Plantae
Lescuraea saxicola (B., S. et G.) Milde	Lescuraea saxicola (B., S. et G.) Milde	Lescuraea saxicola (B., S. et G.) Milde	Plantae
Leskea polycarpa Hedw.	Leskea polycarpa Hedw.	Leskea polycarpa Hedw.	Plantae
Leucobryum glaucum (Hedw.) Aongstr. ex Fries	Leucobryum glaucum (Hedw.) Aongstr. ex Fries	Leucobryum glaucum (Hedw.) Aongstr. ex Fries	Plantae
Leucobryum juniperoideum (Brid.) C. Muell.	Leucobryum juniperoideum (Brid.) C. Muell.	Leucobryum juniperoideum (Brid.) C. Muell.	Plantae
Leucodon sciuroides (Hedw.) Schwaegr. var. sciuroides	Leucodon sciuroides (Hedw.) Schwaegr. var. sciuroides	Leucodon sciuroides (Hedw.) Schwaegr. var. sciuroides	Plantae
Leucodon sciuroides var. morensis (Schwaegr.) De Not.	Leucodon sciuroides var. morensis (Schwaegr.) De Not.	Leucodon sciuroides var. morensis (Schwaegr.) De Not.	Plantae
Lophocolea bidentata (L.) Dum. (cuspidata)	Lophocolea bidentata (L.) Dum. (cuspidata)	Lophocolea bidentata (L.) Dum. (cuspidata)	Plantae
Lophocolea heterophylla (Schrad.) Dum.	Lophocolea heterophylla (Schrad.) Dum.	Lophocolea heterophylla (Schrad.) Dum.	Plantae
Lophocolea minor Nees	Lophocolea minor Nees	Lophocolea minor Nees	Plantae
Lophozia ascendens (Warnst.) Schust.	Lophozia ascendens (Warnst.) Schust.	Lophozia ascendens (Warnst.) Schust.	Plantae
Lophozia badensis (Gott.) Schiffn.	Lophozia badensis (Gott.) Schiffn.	Lophozia badensis (Gott.) Schiffn.	Plantae
Lophozia bantriensis (Hook.) Steph.	Lophozia bantriensis (Hook.) Steph.	Lophozia bantriensis (Hook.) Steph.	Plantae
Lophozia bicrenata (Schmid. ex Hoffm.) Dum. (Isopaches)	Lophozia bicrenata (Schmid. ex Hoffm.) Dum. (Isopaches)	Lophozia bicrenata (Schmid. ex Hoffm.) Dum. (Isopaches)	Plantae
Lophozia capitata (Hook.) Macoun	Lophozia capitata (Hook.) Macoun	Lophozia capitata (Hook.) Macoun	Plantae
Lophozia collaris (Nees) Dum. (Leiocolea muelleri)	Lophozia collaris (Nees) Dum. (Leiocolea muelleri)	Lophozia collaris (Nees) Dum. (Leiocolea muelleri)	Plantae
Lophozia decolorans (Limpr.) Steph. (Isopaches)	Lophozia decolorans (Limpr.) Steph. (Isopaches)	Lophozia decolorans (Limpr.) Steph. (Isopaches)	Plantae
Lophozia elongata (Lindb. ex Kaal.) Steph.	Lophozia elongata (Lindb. ex Kaal.) Steph.	Lophozia elongata (Lindb. ex Kaal.) Steph.	Plantae
Lophozia excisa (Dicks.) Dum. var. excisa	Lophozia excisa (Dicks.) Dum. var. excisa	Lophozia excisa (Dicks.) Dum. var. excisa	Plantae
Lophozia excisa var. jurensis (Meyl. ex K. Muell.) K. Muell.	Lophozia excisa var. jurensis (Meyl. ex K. Muell.) K. Muell.	Lophozia excisa var. jurensis (Meyl. ex K. Muell.) K. Muell.	Plantae
Lophozia gillmanii (Aust.) Schust.	Lophozia gillmanii (Aust.) Schust.	Lophozia gillmanii (Aust.) Schust.	Plantae
Lophozia grandiretis (Lindb. ex Kaal.) Schiffn.	Lophozia grandiretis (Lindb. ex Kaal.) Schiffn.	Lophozia grandiretis (Lindb. ex Kaal.) Schiffn.	Plantae
Lophozia guttulata (Lindb. & H. Arn.) Ev.	Lophozia guttulata (Lindb. & H. Arn.) Ev.	Lophozia guttulata (Lindb. & H. Arn.) Ev.	Plantae
Lophozia heterocolpos (Thed. ex Hartm.) Howe	Lophozia heterocolpos (Thed. ex Hartm.) Howe	Lophozia heterocolpos (Thed. ex Hartm.) Howe	Plantae
Lophozia incisa (Schrad.) Dum.	Lophozia incisa (Schrad.) Dum.	Lophozia incisa (Schrad.) Dum.	Plantae
Lophozia laxa (Lindb.) Grolle (marchica)	Lophozia laxa (Lindb.) Grolle (marchica)	Lophozia laxa (Lindb.) Grolle (marchica)	Plantae
Lophozia longidens (Lindb.) Macoun	Lophozia longidens (Lindb.) Macoun	Lophozia longidens (Lindb.) Macoun	Plantae
Lophozia longiflora (Nees) Schiffn.	Lophozia longiflora (Nees) Schiffn.	Lophozia longiflora (Nees) Schiffn.	Plantae
Lophozia obtusa (Lindb.) Evans	Lophozia obtusa (Lindb.) Evans	Lophozia obtusa (Lindb.) Evans	Plantae
Lophozia opacifolia Culm. ex Meylan	Lophozia opacifolia Culm. ex Meylan	Lophozia opacifolia Culm. ex Meylan	Plantae
Lophozia perssonii Buch & S. Arn.	Lophozia perssonii Buch & S. Arn.	Lophozia perssonii Buch & S. Arn.	Plantae
Lophozia rutheana (Limpr.) Howe	Lophozia rutheana (Limpr.) Howe	Lophozia rutheana (Limpr.) Howe	Plantae
Lophozia sudetica (Nees ex Hueb.) Grolle	Lophozia sudetica (Nees ex Hueb.) Grolle	Lophozia sudetica (Nees ex Hueb.) Grolle	Plantae
Lophozia turbinata (Raddi) Steph.	Lophozia turbinata (Raddi) Steph.	Lophozia turbinata (Raddi) Steph.	Plantae
Lophozia ventricosa (Dicks.) Dum. var. ventricosa	Lophozia ventricosa (Dicks.) Dum. var. ventricosa	Lophozia ventricosa (Dicks.) Dum. var. ventricosa	Plantae
Lophozia ventricosa var. silvicola (Buch) Jones	Lophozia ventricosa var. silvicola (Buch) Jones	Lophozia ventricosa var. silvicola (Buch) Jones	Plantae
Lophozia wenzelii (Nees) Steph.	Lophozia wenzelii (Nees) Steph.	Lophozia wenzelii (Nees) Steph.	Plantae
Lunularia cruciata (L.) Dum. ex. Lindb.	Lunularia cruciata (L.) Dum. ex. Lindb.	Lunularia cruciata (L.) Dum. ex. Lindb.	Plantae
Mannia androgyna (L. emend. Lindb.) Evans	Mannia androgyna (L. emend. Lindb.) Evans	Mannia androgyna (L. emend. Lindb.) Evans	Plantae
Mannia fragrans (Balbis) Frye & Clark	Mannia fragrans (Balbis) Frye & Clark	Mannia fragrans (Balbis) Frye & Clark	Plantae
Mannia pilosa (Hornem.) Frye & Clark	Mannia pilosa (Hornem.) Frye & Clark	Mannia pilosa (Hornem.) Frye & Clark	Plantae
Mannia triandra (Scop.) Grolle (G. rupestris)	Mannia triandra (Scop.) Grolle (G. rupestris)	Mannia triandra (Scop.) Grolle (G. rupestris)	Plantae
Marchantia alpestris (Nees) Burgeff (montivagans)	Marchantia alpestris (Nees) Burgeff (montivagans)	Marchantia alpestris (Nees) Burgeff (montivagans)	Plantae
Marchantia paleacea Bertol.	Marchantia paleacea Bertol.	Marchantia paleacea Bertol.	Plantae
Marchantia polymorpha L.  var. polymorpha (var. ruderalis)	Marchantia polymorpha L.  var. polymorpha (var. ruderalis)	Marchantia polymorpha L.  var. polymorpha (var. ruderalis)	Plantae
Marchantia polymorpha var. aquatica Nees (var. polymorpha sensu Bischler)	Marchantia polymorpha var. aquatica Nees (var. polymorpha sensu Bischler)	Marchantia polymorpha var. aquatica Nees (var. polymorpha sensu Bischler)	Plantae
Marchesinia mackaii (Hook.) S. Gray	Marchesinia mackaii (Hook.) S. Gray	Marchesinia mackaii (Hook.) S. Gray	Plantae
Marsupella adusta (Nees emend. Limpr.) Spruce	Marsupella adusta (Nees emend. Limpr.) Spruce	Marsupella adusta (Nees emend. Limpr.) Spruce	Plantae
Marsupella alpina (Gott. ex Limpr.) H. Bernet	Marsupella alpina (Gott. ex Limpr.) H. Bernet	Marsupella alpina (Gott. ex Limpr.) H. Bernet	Plantae
Marsupella badensis Schiffn.	Marsupella badensis Schiffn.	Marsupella badensis Schiffn.	Plantae
Marsupella boeckii (Aust.) Lindb. ex Kaal.	Marsupella boeckii (Aust.) Lindb. ex Kaal.	Marsupella boeckii (Aust.) Lindb. ex Kaal.	Plantae
Marsupella brevissima (Dum.) Grolle (varians)	Marsupella brevissima (Dum.) Grolle (varians)	Marsupella brevissima (Dum.) Grolle (varians)	Plantae
Marsupella commutata (Limpr.) H. Bernet	Marsupella commutata (Limpr.) H. Bernet	Marsupella commutata (Limpr.) H. Bernet	Plantae
Marsupella condensata (Aongstr. ex C. Hartm.) Kaal.	Marsupella condensata (Aongstr. ex C. Hartm.) Kaal.	Marsupella condensata (Aongstr. ex C. Hartm.) Kaal.	Plantae
Marsupella emarginata (Ehrh.) Dum. var. emarginata	Marsupella emarginata (Ehrh.) Dum. var. emarginata	Marsupella emarginata (Ehrh.) Dum. var. emarginata	Plantae
Marsupella emarginata var. aquatica (Lindenb.) Dum.	Marsupella emarginata var. aquatica (Lindenb.) Dum.	Marsupella emarginata var. aquatica (Lindenb.) Dum.	Plantae
Marsupella funckii (Web. & Mohr) Dum.	Marsupella funckii (Web. & Mohr) Dum.	Marsupella funckii (Web. & Mohr) Dum.	Plantae
Marsupella ramosa K. Muell.	Marsupella ramosa K. Muell.	Marsupella ramosa K. Muell.	Plantae
Marsupella revoluta (Nees) Dum.	Marsupella revoluta (Nees) Dum.	Marsupella revoluta (Nees) Dum.	Plantae
Marsupella sparsifolia (Lindb.) Dum.	Marsupella sparsifolia (Lindb.) Dum.	Marsupella sparsifolia (Lindb.) Dum.	Plantae
Marsupella sphacelata (Gieseke ex Lindenb.) Dum.	Marsupella sphacelata (Gieseke ex Lindenb.) Dum.	Marsupella sphacelata (Gieseke ex Lindenb.) Dum.	Plantae
Marsupella sprucei (Limpr.) H. Bernet (ustulata)	Marsupella sprucei (Limpr.) H. Bernet (ustulata)	Marsupella sprucei (Limpr.) H. Bernet (ustulata)	Plantae
Meesia hexasticha (Funck) Bruch	Meesia hexasticha (Funck) Bruch	Meesia hexasticha (Funck) Bruch	Plantae
Meesia longiseta Hedw.	Meesia longiseta Hedw.	Meesia longiseta Hedw.	Plantae
Meesia triquetra (L. ex Richter) Aongstr.	Meesia triquetra (L. ex Richter) Aongstr.	Meesia triquetra (L. ex Richter) Aongstr.	Plantae
Meesia uliginosa Hedw. var. uliginosa	Meesia uliginosa Hedw. var. uliginosa	Meesia uliginosa Hedw. var. uliginosa	Plantae
Meesia uliginosa var. alpina (Funck ex Bruch) Hampe	Meesia uliginosa var. alpina (Funck ex Bruch) Hampe	Meesia uliginosa var. alpina (Funck ex Bruch) Hampe	Plantae
Metaneckera menziesii (Hook. ex Drumm.) Steere	Metaneckera menziesii (Hook. ex Drumm.) Steere	Metaneckera menziesii (Hook. ex Drumm.) Steere	Plantae
Metzgeria conjugata Lindb.	Metzgeria conjugata Lindb.	Metzgeria conjugata Lindb.	Plantae
Metzgeria fruticulosa (Dicks.) Evans	Metzgeria fruticulosa (Dicks.) Evans	Metzgeria fruticulosa (Dicks.) Evans	Plantae
Metzgeria furcata (L.) Dum.	Metzgeria furcata (L.) Dum.	Metzgeria furcata (L.) Dum.	Plantae
Metzgeria simplex Lorbeer	Metzgeria simplex Lorbeer	Metzgeria simplex Lorbeer	Plantae
Metzgeria temperata Kuwah.	Metzgeria temperata Kuwah.	Metzgeria temperata Kuwah.	Plantae
Metzleria alpina (Schimp. ex Milde) I. Hag.	Metzleria alpina (Schimp. ex Milde) I. Hag.	Metzleria alpina (Schimp. ex Milde) I. Hag.	Plantae
Micromitrium tenerum (B. & S.) Crosby	Micromitrium tenerum (B. & S.) Crosby	Micromitrium tenerum (B. & S.) Crosby	Plantae
Mielichhoferia elongata (Hoppe & Hornsch. ex Hook.) Hornsch.	Mielichhoferia elongata (Hoppe & Hornsch. ex Hook.) Hornsch.	Mielichhoferia elongata (Hoppe & Hornsch. ex Hook.) Hornsch.	Plantae
Mielichhoferia mielichhoferiana (Funck ex Hornsch.) Loeske	Mielichhoferia mielichhoferiana (Funck ex Hornsch.) Loeske	Mielichhoferia mielichhoferiana (Funck ex Hornsch.) Loeske	Plantae
Mnium ambiguum H. Muell. (marginatum var. dioicum)	Mnium ambiguum H. Muell. (marginatum var. dioicum)	Mnium ambiguum H. Muell. (marginatum var. dioicum)	Plantae
Mnium blyttii B., S. & G.	Mnium blyttii B., S. & G.	Mnium blyttii B., S. & G.	Plantae
Mnium hornum Hedw.	Mnium hornum Hedw.	Mnium hornum Hedw.	Plantae
Mnium marginatum (With.) Brid. & P. Beauv.	Mnium marginatum (With.) Brid. & P. Beauv.	Mnium marginatum (With.) Brid. & P. Beauv.	Plantae
Mnium spinosum (Voit) Schwaegr.	Mnium spinosum (Voit) Schwaegr.	Mnium spinosum (Voit) Schwaegr.	Plantae
Mnium spinulosum B., S. & G.	Mnium spinulosum B., S. & G.	Mnium spinulosum B., S. & G.	Plantae
Mnium stellare Hedw.	Mnium stellare Hedw.	Mnium stellare Hedw.	Plantae
Mnium thomsonii Schimp. (orthorrhynchum)	Mnium thomsonii Schimp. (orthorrhynchum)	Mnium thomsonii Schimp. (orthorrhynchum)	Plantae
Moerckia blyttii (Moerch) Brock.	Moerckia blyttii (Moerch) Brock.	Moerckia blyttii (Moerch) Brock.	Plantae
Moerckia hibernica (Hook.) Gott.	Moerckia hibernica (Hook.) Gott.	Moerckia hibernica (Hook.) Gott.	Plantae
Mylia anomala (Hook.) S. Gray	Mylia anomala (Hook.) S. Gray	Mylia anomala (Hook.) S. Gray	Plantae
Mylia taylorii (Hook.) S. Gray	Mylia taylorii (Hook.) S. Gray	Mylia taylorii (Hook.) S. Gray	Plantae
Myurella julacea (Schwaegr.) B., S. & G.	Myurella julacea (Schwaegr.) B., S. & G.	Myurella julacea (Schwaegr.) B., S. & G.	Plantae
Myurella sibirica (C. Muell.) Reim.	Myurella sibirica (C. Muell.) Reim.	Myurella sibirica (C. Muell.) Reim.	Plantae
